%            N1             N2             U1             U2             T1             T2         random 
  0.9719639167   -6.394002402   0.4807859587    3.023612638  -0.3373637507   -7.770270964   0.4256182471 
 -0.8059888855   -6.802310674   0.1573704166    5.542966487   0.1006868726   -1.445250766   0.8910126348 
  0.3177574394   -2.831033511   0.1374964604    3.152292145  -0.5353903375   -5.927892845  0.02830901491 
  -1.644487929   -4.477934605   0.5643340348    5.740460208   0.7205885504   -2.720261223   0.8223677085 
   1.238831388    -5.64047426    0.972262104    5.931691281   0.0363051714   -2.080831534  0.03179520204 
   -1.06208673   -9.619627617    0.210594745    5.757041191  -0.2426810636   -1.590112561   0.2631558972 
  -2.440706017    -5.06167375   0.2625980601    5.253083873   0.8421443468   -3.391451842   0.8313862563 
  -2.062245391    -4.77283991   0.1044765887    3.167065473    0.806502568   -6.978639651   0.3250165552 
 -0.3520487788    -5.48562079   0.1935796315    3.255216627  -0.2332753176   -6.183236726   0.6123103919 
  0.0680617053   -5.807008089   0.2200880999    3.272246483 -0.05894046175   -5.315972864   0.5537127409 
    1.63798533   -1.543596701   0.8364197621    4.228952229  -0.5171799421   -4.799312313   0.3382656347 
  0.5782095041   -2.890450281   0.6882380159     5.29199699  -0.3743741746   -3.106453828     0.17335247 
  -0.972432928   -3.322433651   0.3176844214    3.977494603   0.3218614984   -5.100030169   0.1111968684 
 -0.2322468348   -5.936845022   0.2050004824     4.12481037 -0.08722867846   -3.578707568    0.695106142 
   1.005518718   -4.754008306   0.4033078298    3.116443347  -0.5605836981   -7.348693243   0.4531114626 
  0.6619224284   -10.85137624   0.4061748229    4.247977998  -0.5467497324   -3.660587371   0.8042471082 
 -0.9923858047   -8.145526168   0.6566472626     4.95362135   0.7936748571    -4.05375627   0.1083426667 
  -1.127751585   -7.832974617   0.1945595496    4.593770986   0.4712519467   -2.844259517  0.04078297773 
 -0.5307388075   -8.765227522 0.006640463608    3.009425072  -0.4796258606   -6.562287674     0.33443664 
  0.2882753467   -1.588044138   0.3056954287    4.767922017  -0.1391756301   -2.276146748  0.02245239042 
 -0.7503496797   -4.969377118   0.1852229217    4.655407822  -0.3130451825   -3.027229481    0.431755431 
  -1.684599768   -6.682732416   0.1131596493      4.9095438    0.416781746   -2.373989727   0.2045688984 
    0.36439539   -4.160273065   0.9807620988    5.934241248   0.5911943417   -2.304169933   0.7169985093 
  0.8350601283   -8.224614876    0.353690449    3.183374538  -0.1234310544    -5.68417436   0.9781238435 
   1.015138663    -7.49408274   0.8758388726    5.333795316  -0.3092635546   -3.413431582  0.04186544532 
 -0.5930479995   -10.63969598   0.2431872278    5.677420549  -0.4324513588   -1.778819015   0.8128063458 
  -2.327905757   -8.066327272   0.3393111977    5.517458677   0.5019595918   -3.781195676   0.4963509469 
  0.5154553492   -4.058213507   0.3124463894    4.131573521  -0.2798957416   -3.299227711   0.6967259292 
 -0.3317490308   -6.879661571   0.4186015179    3.820647127   0.1089394301   -5.361725805   0.6211818826 
 -0.3765533261   -8.608263142   0.1206312947    3.425545525  0.09604114706   -3.935275618   0.1022749349 
  -2.157727084   -6.974861547   0.2965669708    5.308165735   0.7144015816   -3.319528887  0.04236046196 
  0.1185587026   -9.401001788   0.9282421518    5.958119089    0.216131577   -1.816630119   0.2169725837 
   1.748837483   -8.691854685   0.9793266836    5.768076418 -0.08801897957    -2.51213356  0.09300111952 
  0.5681746213   -5.447042513   0.3572103944    3.797127282  -0.4252439986   -4.360389745   0.2965285576 
 -0.6792050948   -6.909946112  0.05522125106    3.329719069  -0.3913817565   -4.856305043   0.1556300492 
  0.7986910709   -3.515130468   0.8623874258    3.613186188   0.7752756904   -5.953936304    0.247834046 
  0.3036117955  -0.9650221055   0.6272964639    4.739077706  0.08584449559   -3.237259327   0.9144988333 
 -0.2503320672   -7.967767414    0.422017685    3.958727379    0.191684733   -4.653398117   0.4917969688 
 -0.5828922355    -7.51077002    0.765066498    5.624288779   0.6483528008   -2.795939479  0.04552624348 
  -1.508687765   -5.834145256    0.162619889    5.194470517    0.238865825   -2.522878162  0.03393542653 
  0.5571416036   -2.304810548   0.8867288697     3.64108965   0.2840950566   -7.252366795   0.9710738332 
 -0.4420565129   -4.221489702   0.3715814503     4.19094259   0.4462741672    -3.82335287   0.6285963707 
 -0.5215961977   -4.676865902   0.5204619907    4.925485378   0.2878825831    -3.59772297   0.2819298594 
 -0.8913896011   -2.465633428   0.4004602309    4.687258583   0.4028552715   -3.716527598   0.8658452886 
 -0.6455221586   -5.613131276   0.5925385267    5.436987783   0.3842996977   -2.935145011   0.2608711581 
 -0.8807906559   -6.778806051   0.2235468132    4.232944997   0.1597758483   -3.736289126   0.3668303613 
  0.1601249649   -5.872903433   0.9028560334    5.556641664   0.5343846563   -3.337405082   0.5118145045 
  -1.002934438    -1.19419163  0.06760489503    3.783588968  -0.3968871312   -4.120669281   0.3628641371 
   0.037354446   -6.584333147   0.2070092871    3.607283346   -0.370170795   -4.539599072   0.4782188929 
 -0.3124675667   -5.220641422   0.2358714929    4.445002615  -0.1162617247   -3.138790178  0.03773238118 
 -0.8340943429 -0.03135077873   0.2008095331     4.39541776  0.04049798774   -3.627307613   0.5225226332 
 -0.1045227401   -3.786521777   0.5949697992    4.901819236   0.2754600511   -3.379687681   0.6314941531 
 -0.5467048726   -1.971669963    0.330625709    4.876490723   0.1490521029   -2.750962179   0.6727951922 
-0.04723344543    -6.86773696   0.1495515541     3.87085528  -0.7754341479   -4.276595624   0.1577398608 
  0.2357469885    -5.88206036   0.3764822976    3.919730353  0.02712671363   -4.151602261   0.8417532055 
 -0.3712268113    -7.09264531   0.5093596089    5.097746075  0.08146268027   -3.282510195   0.8117710517 
   1.258550736   -2.976674324   0.9014888193    4.057366086  -0.3455576886   -6.288111912   0.4989965659 
 -0.9039547815   -11.63495006   0.1354298518    3.354386871   0.4109434397   -5.223016101   0.1493314825 
   1.083546677   -7.339618095   0.7320913453    4.887695977  -0.4691366674   -3.312372009   0.1706339273 
 -0.2180538253   -6.616793827   0.3549945195     4.31824288  -0.2299380167   -4.105442437   0.9974226425 
   -1.89566954    -2.34780201   0.2641759679    3.661967242   0.6991044074   -6.714361266   0.1304133435 
  0.4912998515   -5.276189143   0.9585861629    5.664333051   0.1419206274   -3.745296202   0.2573429711 
   2.384306001   -5.692710095    0.992945162    5.941431514   0.0173153828   -1.742238293  0.04446449513 
 -0.4851091864    -6.81066134   0.2918932062    4.991812782  0.05722430324   -2.492137576   0.2104168788 
  0.6905472026   -4.424139069   0.8499520394    4.143367742   0.5057392698   -5.139137371   0.2444660994 
-0.01594373584   -5.171734924   0.4671615027     5.51356722  -0.4575685525   -2.191998614   0.1675086622 
  -1.460250943   0.6896945084  0.03157719164    3.644728092  -0.3821960417   -4.175080702    0.223807492 
 0.05034070923   -5.481195504   0.2759107025    3.477128097   0.1731333699   -4.646157768   0.3067975431 
  0.4409617385   -3.563766459   0.9256005179    5.278409325   0.2707291952    -4.31035938   0.6351619138 
 -0.5599900352    -4.53917105   0.4541074374    5.610705592   0.2002466317   -2.018143062   0.7561932179 
  0.5902879091   -4.668724987   0.4133625536    3.444373471  -0.3611411345   -5.675857341   0.5669402984 
   1.936269024   -5.202778959    0.943028192    3.850755341  -0.6988366814   -7.116040154   0.2679374805 
   1.896403684   -2.643232065   0.8856583198    4.804796924  -0.8145138965   -4.183922756   0.2918967295 
  0.1079174405   -7.661598124   0.4481662082    4.037536567     0.23796898   -4.009241725   0.6478008528 
   1.093338309    -3.38317091   0.6601159128    3.558034029  0.07408414965   -4.914153192   0.4617692301 
  0.1915339238   -6.240507985    0.897499052    5.644196648 -0.01676437102   -3.517800772    0.506450552 
  -1.527886221   -5.573828803   0.1550714277    4.598722138   0.1709210247   -3.427077511   0.4035452389 
  -1.178098968   -4.032357993   0.8773043624    5.864732851   0.8823639392   -2.992927459  0.08515297209 
  0.7869776083   -8.787904784   0.9091172072    4.631892917   0.1187511353   -4.934417906   0.8109261819 
  -0.997966864   -6.179707748     0.12475535    4.553303963 -0.02360573509   -2.912646335  0.09006675003 
-0.001594614862   -7.806750887   0.4771305713    5.017385823  -0.4449354509    -3.30857356   0.9843120323 
  0.5864244488   -8.454602576   0.5595577001    3.855693478   -0.389089239   -5.397563108   0.5126654467 
  0.5359259116   -5.551458102   0.5530646444    4.827663909   -0.555113855   -3.272034641    0.930241673 
 -0.7172528952   -4.440759703   0.2175640791    4.697350315   0.2036355505   -2.499509897   0.8434956559 
 -0.3390178744   -3.714500598   0.3214348476    4.740387467 -0.07490941393   -3.208620825   0.3196822302 
  0.9797805833   -7.054057394   0.7243482648    5.166622071  -0.5415781132   -3.064843455  0.07413393387 
   0.651859542   -9.255462007   0.3321504425    4.290416235  -0.7470526028   -3.367753524   0.9790273196 
 -0.7231728582   -7.300474715    0.346436397    5.357283542    0.255846363   -2.218886845    0.764820151 
   1.576316804   -7.257875593   0.4624998222    3.073321148  -0.5888022809   -6.747992259   0.1728506571 
 -0.1189387074   -6.120914784    0.273565508    3.880772658  -0.1688786645   -4.542036212   0.1224010612 
 -0.1642464681   -2.652353618   0.2487675263    4.972007856  -0.1185526319   -2.133919108   0.8009158109 
   0.784814195    -5.30572392   0.9199250765    5.968894593   0.1307436638   -1.422782959   0.8479849701 
-0.05942192324   -5.679897698   0.8991401901    3.926303224   0.5377932996   -7.445389081   0.3736324277 
  0.4179944846   -5.524799926   0.2288244511    3.219009717   0.1896905545   -4.576526338   0.4114295316 
  0.9073849373   -2.058429137   0.4829525711    3.127046328 -0.03207824382   -7.081351727   0.5753284891 
 -0.9540369123   -7.765936297   0.3449499837    5.430277107  0.04621887541   -2.368532121  0.05054743467 
 -0.3467833811   -11.14226492   0.9104481707    5.817741961   0.7450303365   -2.604907925   0.7087053827 
  -1.647719904   -8.398255801  0.05233273978    3.215669127   0.5253812195   -5.938955581   0.1179140587 
  -1.021625265   -5.769838423   0.2593583171    3.709211684   0.7686213003   -4.742642025   0.7813513301 
   1.659425705   -3.194289777   0.5312188506    3.141080475 -0.01519700558   -6.076930115   0.1609432708 
 -0.6411518867   -6.142730302   0.4736828578    4.577560209   0.3907663594   -3.834026162   0.9158896859 
   1.279011106   -1.355022278   0.8302062824    5.343683971  -0.8215709547   -3.523697657   0.7893080039 
   1.260158247   -8.912922083   0.8112042442    3.815920158  0.07961479218   -5.242230134   0.3067876651 
  -0.031109691   -7.547211858   0.7048653061     5.50087862  0.06420911488   -2.674777426   0.4496062097 
   1.414689346   -5.230490358   0.8178308677    5.203244587  -0.5800604175   -3.152176758   0.9839539288 
 -0.5478706795    -13.1936324   0.1750648058    3.123611886   0.3494008129   -6.667814566   0.3447202123 
  -1.047176646   -3.659213161   0.1268381517    5.686742493  -0.2023175529   -1.478382253   0.8719442129 
 -0.1684812441   -5.363855698   0.7033916419    5.080390054   0.1779568976   -3.911091748   0.8015029331 
  -1.099983218   -5.416140567   0.2790346717    5.028320072   0.3384455913    -2.96686848   0.3583670154 
  -2.206035209   -4.273307097  0.03461127701    4.276030474   0.4678535202   -2.919565268   0.1702612153 
 -0.2896895109   -5.143023455   0.3113894458    3.670091288 -0.06437286081   -5.645620475   0.5352062453 
  0.2039797711   -2.705059909   0.7303858864    4.715517131  -0.3942889185   -5.112203645   0.2617087511 
  -1.228187196   -4.790018133   0.0363929633    4.075435327  -0.2173256459   -2.818794979    0.825762355 
   3.089649172   -7.534234922   0.9986267816    5.952332782  -0.6497486512   -1.998115399   0.1738549375 
 -0.4932717676   -3.590397619    0.187225276    4.259993508  -0.4850770089   -3.973972634   0.5608367471 
 -0.9345413509   -9.711211487  0.06245531603    4.262813348  0.05823585704    -2.38969332   0.7567450356 
 -0.5725163321   -4.619078202   0.1700584583    4.581209954  -0.1300135561   -2.768976486    0.891365982 
  0.8676820748   -5.714463417   0.7929307999    4.463838972   0.3039170418   -4.027421376   0.4034981382 
 -0.6238507413   -2.544553583   0.4713319309    4.957940554   0.1978255968   -3.377444876   0.9382604814 
 -0.2948295864    -10.4200944   0.1680180577    3.587253953  -0.4214343589   -4.841033386   0.4071461043 
    2.10389312   -9.015101719   0.9078363506    5.791760363  -0.6132625415   -1.641522091   0.3036800663 
  -1.316107643   -3.763102964   0.4367629654    4.069147722   0.9053330712   -4.866209111   0.4134887436 
  0.8264282419   -4.805138317   0.9370547067     5.89220087  -0.3776869938   -2.581912588   0.4309151961 
  0.7256840287   -3.745602538   0.8240436927    5.632043692  -0.1727023016    -2.57577025   0.7181273464 
   1.287749731   -1.662085443   0.8716739921    4.523685034  -0.7695734495   -5.814467494   0.7991883809 
  -1.336449094   -4.853442918   0.3928225892    4.117337701   0.6254936451   -5.581251005   0.8426945158 
  0.1671242969   -1.482682444   0.7520945453    5.502846755    0.170264239   -2.430975684   0.9622490826 
   1.049835211   -5.510015191   0.6129944667    4.092716058  -0.2491526164   -3.792917842   0.4405653398 
 -0.4618196351   -7.391425658   0.2198516755    3.393962888   0.2513701496   -5.235878945   0.4595624587 
  0.7533669774   -7.178391062   0.4351710544    5.176129231  -0.5045554064   -2.068125704    0.133039366 
 -0.3322676275   -6.984787085   0.2774350841    3.250225247   0.1042374047   -6.220102151   0.3748851395 
  -1.609754645   -5.534724346   0.2546583878    5.781760484   0.1650545627   -1.985791115   0.3122283202 
  -0.143339903   -5.017808622   0.4084443649    4.496282589  -0.1258911176   -3.812532588    0.461317703 
 -0.7616789792   -3.805959452   0.2664283377    3.524842929   0.3686115769   -5.651176638   0.3391642279 
  0.8339193163   -3.699485537    0.888463034    5.335303734 -0.09545316503   -3.581769163   0.6057734927 
-0.07258358256    -9.18087588   0.6425144287    4.002349849   0.1056991624   -5.823020911   0.8503745901 
  0.4879684981   -1.748569327   0.9714238395    5.403112758   0.3196619648   -4.784499714   0.5415043476 
 -0.6595567874   -3.541085581   0.2511184197    5.132383702   0.3122904361   -2.054372399   0.3425741523 
  -0.128922797   -2.597867538   0.4921409161    5.726629764  0.01400761891   -1.788088212   0.7336103475 
  0.4257047946   -7.821065379   0.6528925005    5.361392348  -0.1656064805   -2.687934065   0.8581570871 
  -0.172805704   -7.246860361   0.6362872477    5.410998449  -0.2655863924   -3.395240397    0.891755337 
 -0.3573833102   -4.612740565   0.5872212831    5.368877673   0.2971644245   -2.786833092   0.4319802838 
 -0.4698119654   0.3907036684   0.5345755429    5.833777092   0.3935799287   -1.511217558   0.9715916187 
 -0.1823289672   -5.566118767   0.4107757939    5.474545888  -0.4278378112   -2.456671666   0.9364938225 
   1.209243338   -4.347176203   0.9550878008    4.641249764  -0.2688361447   -5.902783148   0.9324266295 
 -0.1496062797   -5.496440057   0.2809969576    3.761001902 -0.008725080628   -4.349556149   0.1954637819 
  -1.188909277   -6.489604601  0.07970843155    3.900350833  0.01938658241   -3.629551859   0.8631901503 
  0.2583208001   -8.421646466   0.4406399543    4.017377468   -0.525054717   -5.028314756   0.3449822861 
   1.457415916    -9.13609598   0.8603596579    4.725463085  -0.3486974428   -3.867207178   0.4470317592 
  0.6283606102   -3.798188599   0.4592706792    5.222861789  -0.1070225218   -1.959638369  0.03034178174 
 -0.3091886526   -4.083291933   0.7130782512     4.32450199    0.916923328   -4.265317752   0.1123961975 
  0.3272357581   -4.724756545   0.2822553902    4.755568543 -0.07072821437   -2.163256424   0.4297900693 
  0.1306456681    -4.25621101   0.9755400534    5.850791087   0.5406182675   -3.419777545   0.6241077999 
-0.08739520186   -7.758661658  0.09548764987    3.132667762  -0.6775058987   -6.194140076   0.1490272262 
 -0.7950355993   -5.164226041   0.2408799772    3.352541714   0.3254862185   -6.150387776  0.03424472883 
  -2.263747057   -4.335397923   0.0330968801    4.250316189   0.6924742519   -2.744057898   0.8271518383 
 -0.5818565073   -5.823706598    0.438297657    5.093847623   0.2932413876   -2.817592239   0.6024506267 
 -0.8119963668   -4.501776761  0.04079366432    4.208535915 -0.03995217924   -2.095220696   0.5219169293 
   1.152196304   -8.666250778   0.5404682342    3.169831807  -0.4741922777   -7.031999541    0.678844184 
  -2.576421796   -8.809779436 0.004429567202    4.066348934   0.4540236093   -2.660717572   0.7014209729 
    1.21701602   -8.018259507   0.8921364626    5.391228333  -0.1907975424   -2.923790635   0.3748346559 
-0.09702819576   -6.349893782   0.5797392271    4.011885529   0.2779208151   -5.281665663   0.5117269981 
  0.9086709947   -8.626297547   0.7468173073    5.146915316  -0.7923082669   -3.774731458   0.1444182396 
  0.9939561372    -6.62471368   0.8028048602    4.223488083  -0.5292280233   -5.769098753   0.1633623129 
  -1.283411299   -11.75003839   0.5267740201     5.97919076   0.5195246528   -1.167641618   0.8653219209 
 -0.7544114098   -3.093850172   0.3424281074    5.450144449 0.009779828132   -2.316257771   0.1053768387 
  -2.133634585   -5.002676697   0.5511203366    5.570275092    0.975383628   -3.036027244    0.538031706 
  0.4837293352    -8.06937864   0.8832623226    4.098122003   0.5858578591   -5.799694443   0.7597144336 
   0.114820212   -7.411385146   0.6808384186     4.56004454   0.1628617098   -4.253750606   0.6017409021 
  -1.122662523   -8.258166983  0.09888180396    3.111503348   0.1663469717   -6.921119214    0.267536766 
 -0.6904095575   -5.115851712  0.09270003721    3.589146759  -0.2114992481   -3.995949556   0.0560254024 
  0.1351693827   -6.287020612   0.8570819527    5.484014307   0.6135208672   -2.957498914   0.6967813569 
 -0.6041808056   -4.905916969  0.07772764453    4.672358832 -0.03751108582   -1.761325799   0.4091225061 
  0.4052312181   -8.565852113     0.65925948    5.026587596  -0.3526372168   -3.406450183   0.5719913488 
 -0.1327599304   -4.089999737   0.7543122013     5.29527978 -0.00159546789   -3.963738531   0.6799299807 
  0.2192638137   -1.923108962   0.3940028183    3.528362133 -0.09216578353   -5.550578609   0.7642466837 
 0.09414493719   -4.985558954   0.4575002818    4.200271699 -0.09331347989   -4.413071212   0.5215626729 
  -0.415415772   -3.364759693   0.1172608471    3.725152868  0.06657909119   -3.473497997   0.6615612539 
 -0.8715802189   -9.085041993   0.3247595123    3.492811104   0.4806623149   -5.872135577   0.6325095999 
  0.1221099772   -13.62926623   0.3965215371    4.084204764  0.02921453538   -3.707962653   0.9448836291 
  0.5362440766   -4.900057824   0.2575356614    5.102347885  -0.8968144477   -2.287399941   0.4997936122 
  -1.165522381   -6.090668232   0.3029706868    5.053978617   0.3589714735   -3.175869172   0.6674048939 
   1.829779824   -9.296420919   0.9680258705    4.718305856  -0.7375639663   -6.052441304   0.3568263411 
 -0.6076856671   -8.738429676   0.3674351055    5.470329885  -0.6833807118   -2.937161436   0.4450383769 
 -0.1797079374    -5.95889756   0.7518148326    4.662236128   0.5286741415   -4.460603313   0.4097007905 
  -1.705566577   -8.277830563   0.1100415156    4.054939041   0.7898362495   -3.440624716   0.3525906339 
    1.33858891   -6.704007576   0.9472214019    4.490737722   0.3780223432   -4.711886594   0.3115100677 
    1.22913055   -6.364907544    0.635805658    3.767391042  -0.2894650351   -4.668525461    0.576113494 
 -0.4223882243   -5.342442242   0.6056836018    3.683685346   0.2606388933   -6.780293542  0.08788178037 
  0.2133258922   -8.989173844   0.4980801017    4.747226367 -0.04773905093    -3.23882423  0.01772799884 
  0.2081773571   -3.991417453   0.9633949288    5.751598293   0.1255001772   -3.920018003   0.4908741126 
  0.2918161022   -4.559732274     0.87211781    5.051319866    0.364930639   -4.242115015   0.1213760518 
  -1.266826199   -3.249430158   0.1798324034    4.138335065    0.568000633   -3.905755105   0.9568206364 
   1.420788396   -3.599914136   0.6833777011    3.738849242  -0.5076854394   -4.975963529   0.3426020623 
  0.8951785811   -10.54760025   0.5827660433    3.686731999  -0.6578719626    -6.00352053   0.1591185254 
 -0.7660097192   -5.038084159   0.2988550678    3.747377049   0.6160671184   -4.698185541   0.6672885179 
  0.3262602998   -2.793880719   0.6705758482    3.999670516  -0.1194592374   -5.971571551   0.7624179306 
  0.8717462153   -4.364514602   0.3280788298     3.28809545  -0.1966138481    -4.96825146   0.9934870565 
   1.357999603   -10.56963048   0.7859624388    4.906432837  -0.2709225623   -3.256833171   0.1689528996 
  0.8538277087   -5.651439532   0.6380246036    3.237153222   0.3578484771   -6.067224723   0.6535162086 
 -0.6338598176   -7.730777373   0.1032049223    3.398362296    0.193097583   -4.129740197   0.3174640427 
  -1.706801538   -7.001358091  0.01545015913    3.341365263   0.4375979403   -3.189809367   0.7726260237 
  -1.757412976   -10.27786186   0.3756905989    5.524181865   0.6074193759   -2.732390835   0.7597394755 
  0.4472738281   -3.892811863   0.3148563477    4.182695401  -0.3033349987   -3.085687341   0.4479433579 
 -0.6870102777   -4.842518936   0.4247000912    4.606625224    0.229875264   -3.957853236   0.6464819469 
 -0.4621309475   -7.685682781  0.04457830146    3.027960969   0.1167635704   -6.234009227   0.4162934634 
 -0.2241616587   -9.917461095    0.567109658    5.149969088  -0.2278920294   -3.756319569  0.09466968254 
  0.4004377569    -7.99537126   0.6928369737    4.153632583 -0.04321087587   -5.487220823   0.5011034601 
  -2.022243485   -5.995099493  0.04775103095    3.453988919   0.8481545014   -4.114611637   0.9769017924 
   1.803669108   -3.417670427   0.9943831611    5.993414887  -0.2911388886   -1.616515475   0.4433608547 
  0.7169362222   -5.393218887   0.8213354002    5.984228233  -0.3550727979   -1.134108928   0.7469373553 
 -0.5571227291   -4.206520972   0.5686139621    4.198011974   0.1569016938    -5.88380254   0.1915296597 
   1.076634568   -7.318894059   0.7955870074    4.985586894  -0.1339533258   -3.352355951   0.2173552279 
  -1.154325411   -6.606281221   0.3812741522    5.646380924  0.07051912638   -2.352944243   0.7007759783 
  -1.975585744    -6.42104429 0.0004834923348    3.014852194   0.5576090144    -5.12095713    0.262970292 
  -1.564102273   -4.576881134  0.01981150833    3.004281407  0.09250922405   -7.483068254   0.2677762498 
  0.3872454997   -6.581232793   0.6414417565    4.367132461    -0.46228598   -4.918301393   0.1204942241 
 -0.4106943883   -6.170437069   0.1721283206     4.94218407  -0.3308840869   -2.181333197   0.4152136172 
   1.129161233   -3.944029766   0.9911841224    5.920242884  -0.1573926864    -3.26403375   0.3398019585 
 -0.8270065262   -2.205282089   0.1466235055    3.605338031  -0.2208727281   -5.417521635  0.06316758607 
  -1.474412767   -7.429680243  0.02270174401    3.204909425  0.04444936251   -4.755788576   0.6495088575 
  0.0164516879   -6.568336909   0.8794793473    4.331234914   0.6477483683   -6.138417037   0.7948852837 
 -0.9819108545  0.02924089292   0.1003255648    3.578475247   0.2277599276    -4.21795979   0.1711073436 
